bintang,komentar
1,"Kasi satu bintang dulu, sedikitk kecewa karna dua kali order selalu di batalkan entah kenapa, apakah karna baru gabung, mohon penjelasannya"
1,Dulu Sayang banget sama Lazada Sangking sayangnya Aku sampe Belanja terus karena ongkir nya juga murah tapi sekarang ngga sayang lagi karena ongkir nya mahal sampe 20rb Maaf ya kalau gini terus aku pindah aplikasi untuk belanja
1,"Penarikan saldo lazada tidak jelas, sudah seminggu lebih belum masuk rekening juga"
1,"Belum juga di pakai lazpaylater by atome , malah di nonaktifkan karena membatalkan pesanan 5X karena ragu doang , ini agak beda dari yang lain , semoga sadar aja lu"
1,"Saya pengguna lazada sudah lama Tapi 2x pesanan saya yang terakhir saya di buat sangat kecewa Pertama orderan tiba"" cancel Ke 2 lebih parah Orderan saya yg sudah saya bayar TF secara langsung ternyata tidak terkirim karna barang hilang oleh driver"
1,Gk tau kenapa mau bayar pake paylater tpi malah dibekukan paylater nya pdhl udah 2 taun mke paylater baru kali ini dibekukan. Mana sebulan lgi bru bisa pakenya. Pliss lah mumpung ada promo. Uninstal aja lah klo kayak gini mnding pindah aplikasi sebelah
1,"13 Agustus 2023 2 Minggu lebih Barang yg saya order blm juga terselesaikan. Sampai tgl 31 Agustus bahkan lebih.bagaimana mau percaya order barang yg mahal,sekelas nomer perdana cantik aja di tipu isi nya malah nomor acak2 an?! Di complain ke CS di suruh nunggu terus,pas di cek secara berkala di akun Lazada,msh dlm proses pengembalian terus?!."
1,"Lazada tolong pilihan opsi pengiriman nya di banyakin lagi jangan cuma Ninja express doang, karena pengiriman sampai 1 bulan, dulu hanya 4-5 hari sampai"
1,Capek banget beli listrik tanpa promo dibatalkan sistem dengan tidak jelas. Dan uang bilangnya sudah dikembalikan padahal belum masuk. Dan saya rugi 52.500 tolong itikad baiknya.
1,"Sangat parah banget, saya tidak pernah merasa pesan dari apl lazada, barang datang ke rmh saya dengan pembayaran cod, saya udah konfirmasi kepada pihak lazada gak ada tanggapan nya.."
1,Dulu sya sering belanja di lazada banyak diskon tpi sekarang lazada jelek masak playleter masi ada 800 gk bisa di gunain suru perbaimrui setelah di perbarui ttp aja g bisa di pakai tolong dong layanan playleter nya yg bnr
1,"Fitur gratis ongkir dan voucher sudah tidak ada,selalu permintaan gagal..gk nyaman banget tambah kesini,yg ada ongkir tambah bengkak"
1,Parah ada fitur lazplaternya tapi waktu ngajuin sama scan ktpnya lama prosesnya ga ke proses ke proses. Pada udah memenuhi syarat.
1,"Lazada saya bayar lancar setiap tagihan bahkan di lazbon saya bayar lunas jauh sebelum jatuh tempo malah limit kredit nya anjlok nya jauh bgt pas mo di tarik limit ga bisa di tarik kecewa bgt sama cara melayani customer nya,,,"
1,Lazada skarang Uda parah pas paket gagal Uda nga bisa cod lagi. Padahal dari tokohx yg kirim dobel pas kita batalin. Trus mo blanja lagi ee malah Uda nga bisa di cod. Kecewa saya.. beda kaya dulu.. dulu ok bangat tapi skarang parah dah....
1,"Beli pulsa/data ga bisa pakai lazpaylater, udah gitu lazpaylater juga dari awal saya dapat ga naik limit, beda sama toko sebelah"
1,Ongkir ya lebih mahal dibanding harganya padahal kalau pakai tiktok Shop lebih enak dan terjangkau biaya ongkir ya. Tolong di ubah lagi kalau ga saya akn unstall apk inu
1,Kenapa sekarang saya nggak bisa check out barang dari luar negeri ?? Pilihan opsi hanya local Indonesia aja .... Harga yang nggak Masuk akal ... Bisa 2 x lipat dari harga yang tertera di produk ... Hadddeeeeeehhhh
1,Gimana sib akun saya hilang kata apgretd kok akun saya hilang saya pesen entah pesennan saya nyampek atau enggak di akun saya yg hilang itu .ya klokau ganti apapun itu ya di mudahin masa hilang terus pas buat akun baru gk bisa yg ini yg itu .capek loh .iya sih di sini bagus seler peroduk harga .tapi di aplikasinya ini bikin mumet kan sayang koin dan kesback yg saya kumpulin .capek pokok nya .
1,"Iming2 cashback gede, pembelian selanjutnya jika byr dgn saldo cashback dan ada masalah (rusak lalu di return / barang kurang dan pengembalian dana), uang yg balik di potong byk banget. Saldo cashback yg tadi di pakai auto hangus donk. Parah banget. Kalo ada bintang nol ku kasi bintang nol ke lazada. Stgh nya tipu2 ini.."
1,"Kurang puas menggunakan lazada, barang suka di Pendem d gudang expedisi nya .. mesen dari tnggal 12/09 nyampe tnggal 14/09 tapi ngk Dateng2 katanya barang lg di investigasi tapi ngk ada kabar dari kurir nya ... saran ajh untuk pengguna baru maupun lama , usahakan beli barang menggunakan sistem cod ajh jangan melalui TF .. bia barang nya bis nyampe rmh"
1,Jgn belanja dimari. Return barang nya susah. We dari tgl.7.10.sampe sekarang ga selesai juga. Mending di sebelah dah. Ga sama suruh kurir nya bawa lagi. Kapok
1,"Sangat kecewa sama lazada,sudah capek-capek dapat cashback tapi hangus dan tidak jelas,di SK tidak di tulis tgl hangusnya , buat apa kalau begitu kasih cashback,sama aja penipuan"
1,"Ongkirnya sudah mahal,,paketnya tidak di kirim ke alamat tujuan oleh kurir J&T Ekspress,malah d suruh utk dtng ambil sendiri."
1,"Makin ke depan kok Makin nyeleneh aja..... Tarip ongkir Makin mahal Ditambah biyaya penangan, Ada lagi biyaya pelyanan.... Meski Ada ifen 9,9 Bebas ongkir Jg.. Kagak Ada ngaruhnya Sama sekali... Ttp aja... Coba dong loyalitasnya..... Ituu"
1,"Aplikasi tak bermutu, ongkir semakin lama semakin mahal, harga barang 2 ribu ongkir 47 ribu, sungguh mengecewakan....."
1,Dapet gratis ongkir 6000 Tapi ada biaya penangan 8500 Strategi bgtu masih aja dipake.. Indonesia kaga ada apk blanja online yg bnr2 ga pake trik apa???
1,"Tdnya sering pesan di lazada, tp skrng2 ini ko aneh y Harga di bawah gambar, dengan harga pas mau order knp JD terlalu mahal, ko eggk sesuaitolong dong kasih penjelasan"
1,"Kualitas barang nya kurang pas di foto bagus pas smpek di rumah ga sesuai ekspetasi, dan sy sngt kecewa sama aplikasi Lazada"
1,"Makin kecewa kesini lazada,udah 3 x pesen barang Dimaling terus sama kurirnya,di notif aplikasi barang udah sampe,boro2 ada kabar,foto asal2an TTD nya ngasal...fix APus aplikasi lazada pindah ke toko sebelah!!!!"
1,Lazada 2kali paket sy lewat ninja selalu bermasalah tdk sampai lambat.sy sgt2 di rugikan waktu.namanya buang waktu apa tdk bisa kirim lewat jasa lain.berpuluh2 kali paket saya selalu lancar.kenapa sejak lewat ninja bermasah.sampai akun sy tdk bisa cod.sampai ganti akun .gara ninja tdk tinggalkan alamat tlp/ wa
1,Ini gimana sih kok gak bisa mesen malah pas di pencet barang yg mau di beli Malah ada tulisan koneksi internet tidak ada kan gajelas gw maen ml Aja PING nya hijau kok pas buka lazada koneksi internet tidak ada
1,"Hati²bro,aplikasi lazada gudangnya penipu,gw 3x di tipu di lazada,ngehubungin cs bolak balik jg udh tp ngga ada respon,kalo mesen paket mesti lama datengnya,kalo menurut gw mending aplikasi shoope sumpah dari pada lazada,klo di shope udh pasti gratis ongkir tp kalo di lazada belum msti,masa ongkirnya 23ribu dari dulu potongan ongkirnya 10ribu trs, ongkirnya tambah mahal tp voucher gratis ongkirnya 10ribu terus lol abis,mending shope dah dari pada ini tol."
1,"buat apa coba ngasih limit paylater kalau tidak bisa digunakan, aplikasi payah.👎 masih lebih baik shopee dibanding lazada"
1,"Harga didepan tertera 127rb dengan keterangan ""voucher diterapkan"" tapi setelah saya klik ""Beli Sekarang"" harganya jadi 140rb dan ga ada pilihan memasukkan voucher apapun, jadi yang 127rb itu nipu?"
1,"Kecewa dengan lazada limit terlalu kecil sulit digunakan,kurang lengkap, padahal saya pengguna lazada hampir 3 tahun lebih, selalu belanja dengan sistem cod pengen mencoba lazpaylater tp percuma tidak bisa digunakan karna limit terlalu kecil, limitnya seharga bayar cod,awal pertama punya lazada seneng banget karna murah dan cepat tp sekarang ada lazpaylater dan lazbon tidak bisa digunakan, yg disayangkan lazbon nya tidak ada"
1,"Parah lazadah harga barang yg tertera dengan harga ketika di beli selalu bedah perbedaannya juga drastis , semua produk seperti itu harusnya lazada lebih selektif lagi biar konsumen gk kecewa Lazada gk ada ketetapan harga"
1,"Mulai mengurangi belanja di Lazada, pengiriman sulit, banyak bohongnya. Mending di shopee. Kurirnya juga kalo pembayaran COD pasti harganya nambahin sendiri (harga COD misalnya 33091 dia bulatkan jadi 34000,ini namanya pemerasan)😠"
1,Lazada makin lama makin aneh. setiap buka Lazada jaringan ngeleg kyk GK ada jaringan sma sakali. Tolonglh woi perbaiki
1,Pqrah bangettt sih . Saya kan punya saldo karna uang pengembalian saya dari prodak yg salah . Lalu saya transfer me norek saya sampe sekarang 3minggu uang itu gak masuk2 ke rekening dg jumlah 100rb sekian . Udah ke 2 kalinya saya begini . Tak kira waktu pertama efek karna lagi lebaran saya maklumi .tapi terulang lagi . Jadi hati2 buat customer lainya kalo saldo lazada di kirim ke norek pasti bakalan banyak kendala .
1,Kenapa lazada sekarang kalo pesan COD harganya malah bertambah mahal dari pada harga barang nya . Tolong lah kayak dulu saja normal . Masak sudah mulai bangkrut lazada
1,"Update terbaru malah jadi buruk,pengiriman lama banget + untuk menu pelacakan paket tidak akurat"
1,"Aplikasinya nggak jelas aneh, bikin orang males buat belanja. Harga yang di pajang sama yang di checkout beda. Udah gitu masa kalo beli banyak nambah mahal. Aneeehhhhhh"
1,"Sekarang kalo chekout banyak biaya macem2 ,dan kurir nya selalu melebih lebih kan harga ,semisal harga 23.107 perak ,jadi 24000.. ongkir nya mahal mahal sekarang 🤪kaya aplikasi tetangga"
1,Tolong diperbaiki karena tidak sesuai harga yg di pamplet.. Harga sekian tp pas di cek out jauh berbeda .. eror harga
1,Udah 3 kali saya kena tipu pengiriman barang selalu kurang dari jumlah yang di pesan. Penjualnya rata2 penipu semua Minta pertanggung jawaban aja kebanyakan alasan dan syarat. Udah jelas2 salah masih tetap aja ngeyel. Mudah2an aja kalian penipu2 mendapat ganjaran setimpal Amien
1,Tidak bagus saya tidak dapat voucher malah dapat pelanggaran (V99) padahal baru bikin berapa bulan yang lalu mengapa tolong jelaskan
1,Makin kesini makin mahal ongkirnya belum lagi biaya pelayananlah dan yang lain².. makin males belanja di lazada padahal dah percaya banget sama lazada.. tiktok malah yang banyak kasih voucher belanja ongkir jg murah..
1,Aku suka banget belanja di lazada... Tapi itu dulu... Sekarang aku kecewa.. di harga sekian pas mau cekout harganya jadi beda... Apa itu nama nya penipuan?
1,"Udah lma lnggan n pke aplikasi lazada amn amn aja, dn sllu memuaskn tp smenjk gk bisa pke sistem cod udh hmpir 3 bln lbih gk pke apliksi ini, dan q coba dowld lgi dngn akun baru tpi ko semua voucher yg tertera dsitu gk bisa dgunkn aplgi voucher grts ongkirny, itu knpa ya, ad keslhn apliksiny ap akunya🙏"
1,"Barusan saya mau belanja di Lazada ko perhitungannya agak ngaco,, misal harga awal produknya (1produk) 2000,pas di chekout ko jadi 4000,itu dh trmasuk gratis ongkir loh padahal, kyak beli 2 produk gitu. Tolong di cek lagi pihak lazada,biar pelanggan gk kecewa macam saya."
1,Kalo bisa saya ga mau kasih bintang deh saya ketipu sama penjual tokonya saya laporin tapi gada respon sama pembelian udah berhasil dibatalkan tapi tetep adatagihan di payleter barangnya ga nyampe ke saya
1,"Ternyata di aplikasi ini masih ada toko yang menipu dan saya tidak tahu harus komplain kemana...👎 Setelah toko tersebut menipu, produk itu di hapus... anehnya pihak Lazada tidak menindaklanjuti toko tersebut...😂😂 Mungkin aplikasi ini adalah jembatan bagi penipu...💩💩 Hati2 buat yang lain...🙏"
1,"Harga display sama harga chekout berbeda sekali, sangat merugikan hanya di prank aja, tolong di benahi untuk tampilan harganya,"
1,"Lazada makin kesini makin kesono, banyak harga promo tapi pas di check out harga nya malah lebih gede brkli kli lipat Saya seneng banget belanja di lazada tapi sekarang males semenjak begitu Tolong lah perbaiki lg"
1,Lazada maaf kenapa pas mau cek out barang harga jadi berubah tidak sesuai dengan yang di tampilkan. Aneh
1,"Voucher flash sale sama event banyak nipunya masa baru 1 detik habis pasti itu permainan komputer pihak lazada gak mungkin kalau human secara cekout sama pembayaran itu butuh waktu ini 1 detik habis vouchernya kalau gak niat ngasih voucher atau diskon setidaknya jangan nipu costumer ,saya udah lama pake lazada hampir 3 tahunan baru sekarang tertarik sama voucher dan diskon yang katanya bisa di pakai eh ternyata cuma nipu"
1,Kmu sekarang kenapa...? Ko harga yg di posting beda jauh sama harga check out.....? Dan lagi harga promo ongkir nya pun ngga bisa di pakai...jelas2... Di postingan ada promo potongan ongkir....tpi pas check out ngga bisa di pakai SMA sekali.... Hmmmm ...klu kaya gini trus..ak mundur aaah..tuk jdi pelanggan setia mu... Karena sekarang kmu dah berubah jauh...pake banget... Lazada sekarang ngga bisa di andelin..🥺
1,Sangat di sayangkan untuk pengiriman menggunakan jasa Lex.id sangat sangat sangat lambatttt.!!! Berbeda dengan sebelumnya yang menggunakan JNE atau Ninja.!!
1,kenapa ga ad pemberitahuan klo event nya dah beres. saya tiap hari update terus eeeeh malah ga ad hadiahnya. payah
1,"Hati hati pakai lazpaylater dari aplikasi ini denda nya besar banget udah gitu bayar awal ga masuk tagihan, malah tetap di tagih dengan wa terus menerus di jelasin ada struk pembayaran tetap ga di gubris dan saya bayar jadi doble karna penagihan nya bikin ga nyaman di wa ga brenti brenti.. saya uninstal nih lazada kecewa sama pihak otome lazpaylater nya bikin ga nyaman... padahal berlangganan sdh tahunan."
1,"Akun lazada saya tetap di blokir tidak bisa Cod padahal asal saya belanja selalu saya ambil kenapa bisa seperti ini terus.saya kn tidak ada bermasalah dengan belanja saya,karna selalu ambil barang yg saya sudah pesan,mohon solusi nya"
1,Susah belanja di Lazada. Pas udah ketemu seller bagus tapi seller nya gak ada lagi katanya udah non aktif. Mana udah suka sama produk ya seller juga amanah sih menurut saya
1,"Turun Bintang nya, Dah Beberapa kali belanja di Lazada Dpat seller Yg Gk amanah, Kecewa Beraaat, Coba Yg Ratiing nya 4,2 sampai 4,6 langsung di block Ajj,,, Pesan Barang 2 yg Dtang Cuma 1, Kadang Pesanan gk sesuai Juga Sama Yg Di iklankan...."
1,"Telat lima hari pembayaran lazpaylater bunga ny 80ribu,sy ngutang 50ribu sking sibuk lupa byar,pas di liht bunga ny hmpir 80ribu,maaf maaf y beda sm aplikasi sbelah yg bunga ny kecil,tolong dong jangn menipu org dengan bunga yang besar,ksian org2 yg gk puny yg tlat pmbyarn krn blm ad uang,jgn mngambil keuntungn dri org yg susah,perbaiki sistem ny,inti ny saya sudah bayar tagihan ny,tapi sy tidk mau byar bunga ny,mksih"
1,Pengiriman prioritas? Mana yang ada tidak seauai estimasi! Resi tidak update2 sampai lwat batas estimasi. Haduh kacau lazada. Punya kurir ga brguna!
1,"Permisi admi Saya minta tolong untuk blokir no saya..karena kemarin saya tidak sama sekali pesan 1 unit hp,tapi kenapa kok kemarin no saya pesan 1 unit hp..tolong lacak siapa yg memakai no saya untuk memesan paket...karena saya merasa sangat menggangu kenyamanan saya."
1,"Hapus aja aplikasi lazada pindah ke aplikasi sebelah aja, sangat kecewa pengiriman lambat bgt udah hampir setengah bulan paket belum datang juga kek ngirim dari luar negeri aja lawak lazada"
1,"Pesanan nyangkut di expedisi, chat cs lazada jawab nya muter-muter Mulu, bikin kesel . Kalo ada no chat ke expedisi nya kan enak , bisa langsung tanya , masa dari tgl 7 sept di pusat logistik terus ga kemana mana."
1,Pengiriman Lazada sekarang sangat lelet. Biasanya paling lambat 5 hari udah tiba. Sekarang 10 hari blm nyampe².
1,"Baru tau lazada kerja sama dengan kredit pintar. Telat bayar 1 hari, di kredit lazbon nagih nya edan2'an kaya gak bayar hutang taunan. E comer popy gak gini2 amat masih ada toleransi nya telat 3 hari juga... kalo mau niat gak bayar ane ambil ajah saldo yg di akun smua nya... gak perlu setengah2. No recoment buat kalian yg mau pinjem uang di sini"
1,"Lazada semakin lama semakin parah,ada biaya penanganannya,dylu lazada ga ada biaya ini itu,tapi sekarang kok semakin parah,ongkir mahal,dan juga harga ga sesuai,baru tambah troli harganya berbeda,padahal saya suka belanja dilazada kalau ga ada biaya penanganannya,saya mohon biaya penangannyannya di hilangkan dan ongkirnya tolong 5ribu aja makasi!!!"
1,"Harga di halaman depan dengan pas checkout sangat jauh bedanya, saya kecewa banget, padahal aplikasi ini dari dulu jd andalan saya.."
1,Harga yang tertera beda jauh sma harga setelah di cek out dan percuma ada promo gratis ongkir
1,"Turunkan bintang alasannya hanya gara gara keterlambatan pembayaran lazpaylater walaupun sudah dilunasi dan limit sudah kembali normal,mau digunakan kembali ternyata gak bisa dipakai..?"
1,Mengecewakan soal pengiriman. Status pesanan gagal karena kapasitas pengiriman. Dan saya tidak dihubungi apakah pengiriman udah sampai atau belum
